TIME,P,TAVG,THA,THB,TCA,TCB,WRCA,WRCB,PSGA,PSGB,WFWA,WFWB,WSTA,WSTB,VOL,LVPZ,VOID,WLR,WUP,HUP,HLW,WHPI,WECS,QMWT,LSGA,LSGB,QMGA,QMGB,NSGA,NSGB,TBLD,WTRA,WTRB,TSAT,QRHR,LVCR,SCMA,SCMB,FRCL,PRB,PRBA,TRB,LWRB,DNBR,QFCL,WBK,WSPY,WCSP,HTR,MH2,CNH2,RHBR,RHMT,RHFL,RHRD,RH,PWNT,PWR,TFSB,TFPK,TF,TPCT,WCFT,WLPI,WCHG,RM1,RM2,RM3,RM4,RC87,RC131,STRB,STSG,STTB,RBLK,SGLK,DTHY,DWB,WRLA,WRLB,WLD,MBK,EBK,TKLV,FRZR,TDBR,MDBR,MCRT,MGAS,TCRT,TSLP,PPM,RRCA,RRCB,RRCO,WFLB
930,50.77462006,246.0985718,245.710434,245.7109985,246.9482269,246.9476776,10963.65137,21968.42383,39.92828369,39.92827988,0,0,0.003150224,-0.003150224,150.4019928,0,43.24452972,264.7099609,0,2786.577393,2786.577393,123.4642029,123.4642029,51.6930809,13.87147999,13.87108707,-18.09650993,-36.19602966,54.01740265,54.01277924,0,0,0,264.7015686,0,0.620159447,18.99114037,18.99058151,0,1.725354671,1.019080162,90.02727509,0.644990444,117.2267075,0,264.7099609,0,1700,0,0.743560414,0.016857902,-3.409104824,3.284651995,0.536965847,-6.149999619,-5.737486839,1.758228779,1.785598636,274.661377,598.071167,447.9693298,422.0963745,0,0,0,0.558116138,0.325104892,0.032999996,0.044,207831.5,2016639.625,0.013019638,0,3.14E-05,165.391449,0,0.000149475,1.46E-05,0,0,0,109357.1016,0,1195.922974,0.063340329,100,0,0,0,50,278.2148743,540.9104614,0.6638273,0.665072203,0.664657295,0
940,50.58023071,245.6420441,245.2546997,245.2554321,246.4860535,246.4853516,10936.30762,21902.45117,39.62824249,39.62823868,0,0,0.003150224,-0.003150224,149.7913361,0,43.47496796,263.5995789,0,2786.73291,2786.73291,123.5514221,123.5514221,51.67567825,13.86564064,13.86524868,-18.02484512,-36.05181885,53.9487381,53.94408035,0,0,0,264.4638062,0,0.5590927,19.2091198,19.20837402,0,1.725354671,1.019080162,90.02727509,0.651315093,117.2543716,0,263.5995789,0,1700,0,0.85915954,0.019478759,-3.454091072,3.285423756,0.52354455,-6.149999619,-5.795122147,1.75389123,1.784997463,274.2284546,607.6607666,456.4907837,426.6627502,0,0,0,0.559930325,0.330439001,0.032999996,0.044,210219.0469,2039926.625,0.013057903,0,3.14E-05,165.4134216,0,0.000149525,1.47E-05,0,0,0,110090.7969,0,1190.854736,0.073187664,100,0,0,0,50,278.2148743,545.4091187,0.662171721,0.66307497,0.662773907,0
950,50.3833313,245.1902008,244.8042603,244.8049011,246.0281067,246.0274658,10909.2168,21829.88477,39.33031082,39.33031082,0,0,0,0,149.1863403,0,43.70326996,262.474823,0,2786.889404,2786.889404,123.6397705,123.6397705,51.67235184,13.85981846,13.8594265,-17.9447155,-35.89033127,53.88021469,53.87560272,0,0,0,264.2229919,0,0.498591483,19.41872597,19.41808128,0,1.725354671,1.019080162,90.02727509,0.65763849,117.2464523,0,262.474823,0,1700,0,0.990413137,0.022454517,-3.498938084,3.285971403,0.509988129,-6.149999619,-5.85297823,1.749610424,1.784882665,273.73703,617.2242432,465.0980835,431.2184753,0,0,0,0.56172502,0.335811108,0.032999996,0.044,212604.2969,2063211.25,0.013095742,0,3.14E-05,165.4353943,0,0.000149574,1.47E-05,0,0,0,110821.3828,0,1185.786621,0.084368527,100,0,0,0,50,278.2148743,549.8937988,0.660531402,0.660878062,0.660762548,0
960,50.18377304,244.742981,244.3587799,244.359314,245.5745239,245.5739746,10854.9834,21757.30859,39.03464127,39.03464127,0,0,0,0,148.5869904,0,43.92943954,261.3349609,0,2787.046875,2787.046875,123.7293091,123.7293091,51.68417358,13.85401058,13.85362053,-17.85562897,-35.71498108,53.81192017,53.80727386,0,0,0,263.9789124,0,0.438655794,19.62012482,19.61959839,0,1.725354671,1.019080162,90.02727509,0.663960636,117.1837082,0,261.3349609,0,1700,0,1.139093231,0.025825357,-3.543645859,3.286302567,0.496412337,-6.149999619,-5.910930634,1.745383739,1.785290956,273.1804199,626.7686157,473.7175903,435.7669067,0,0,0,0.563500524,0.341221243,0.032999996,0.044,214987.2188,2086493.375,0.013133163,0,3.14E-05,165.4573669,0,0.000149622,1.47E-05,0,0,0,111548.8125,0,1180.718384,0.097033866,100,0,0,0,50,278.2148743,554.364563,0.657247722,0.658680916,0.658203185,0
970,49.98141098,244.300415,243.9178925,243.9185944,245.1255798,245.1249084,10827.9082,21692.27344,38.74134064,38.74133682,0,0,0.003150224,-0.003150224,147.9933472,0,44.15345383,260.1790771,0,2787.205078,2787.205078,123.8200989,123.8200989,51.71230316,13.84822083,13.84782982,-17.76268196,-35.52822495,53.7437973,53.739151,0,0,0,263.7314148,0,0.379291117,19.81352043,19.81280899,0,1.725354671,1.019080162,90.02727509,0.670281291,117.1140289,0,260.1790771,0,1700,0,1.307134378,0.02963518,-3.588214159,3.286426306,0.482825369,-6.149999619,-5.968962193,1.741208792,1.786262631,272.5514221,636.3011475,482.3442383,440.3117981,0,0,0,0.565257072,0.346669406,0.032999996,0.044,217367.8281,2109772.25,0.013170168,0,3.14E-05,165.4793396,0,0.000149669,1.47E-05,0,0,0,112273.0703,0,1175.650146,0.111348487,100,0,0,0,50,278.2148743,558.8214111,0.655608296,0.656711996,0.656344116,0
980,49.77608871,243.8625183,243.4820404,243.4827271,244.6809845,244.6803131,10800.79492,21620.21875,38.4505043,38.4505043,0,0,0,0,147.4054413,0,44.37530518,259.0063782,0,2787.364502,2787.364502,123.9122162,123.9122162,51.75801849,13.84244347,13.84205341,-17.66477203,-35.33100891,53.67580414,53.67120743,0,0,0,263.4802856,0,0.320500255,19.99823761,19.99755859,0,1.725354671,1.019080162,90.02727509,0.676600575,117.0006943,0,259.0063782,0,1700,0,1.496646409,0.033931773,-3.632645369,3.286351204,0.46921438,-6.149999619,-6.027079582,1.737083554,1.787841797,271.842041,645.8297119,490.986145,444.8569946,0,0,0,0.566994607,0.352155447,0.032999996,0.044,219746.1563,2133049.25,0.013206763,0,3.14E-05,165.5013123,0,0.000149716,1.47E-05,0,0,0,112994.0859,0,1170.5802,0.1274921,100,0,0,0,50,278.2148743,563.2645264,0.653966725,0.654530644,0.654342651,0
990,49.56764984,243.4294586,243.0511932,243.0517578,244.24086,244.2403107,10773.71191,21555.56641,38.16222,38.16221619,0,0,0.003150224,-0.003150224,146.8233795,0,44.59495163,257.8158569,0,2787.525146,2787.525146,124.0057373,124.0057373,51.82269669,13.83668041,13.83628941,-17.56170654,-35.12405014,53.60802841,53.60338593,0,0,0,263.2253723,0,0.262292862,20.17417145,20.17359543,0,1.725354671,1.019080162,90.02727509,0.682917893,116.8526154,0,257.8158569,0,1700,0,1.709928114,0.038767267,-3.676939726,3.286084652,0.455552816,-6.149999619,-6.085301876,1.733005643,1.790075898,271.0437622,655.3623047,499.6601563,449.4066467,0,0,0,0.568713546,0.357679427,0.032999996,0.044,222122.1875,2156323,0.013242953,0,3.14E-05,165.5232849,0,0.000149762,1.47E-05,0,0,0,113711.8203,0,1165.509766,0.145660549,100,0,0,0,50,278.2148743,567.6939697,0.652326822,0.652573347,0.652491212,0
1000,49.355896,243.0013733,242.6253815,242.6258698,243.805542,243.8050537,10719.82324,21484.06055,37.87657547,37.87656784,0,0,0,0,146.2472382,0,44.81235886,256.6064148,0,2787.687256,2787.687256,124.1007233,124.1007233,51.90783691,13.83093071,13.8305397,-17.45126915,-34.90602493,53.54035187,53.53575897,0,0,0,262.9664001,0,0.204678655,20.34101677,20.34052658,0,1.725354671,1.019080162,90.02727509,0.689233541,116.6338882,0,256.6064148,0,1700,0,1.949482178,0.044198431,-3.721098661,3.285636187,0.441800982,-6.149999619,-6.143661022,1.728973269,1.793016791,270.1471252,664.9076538,508.3914795,453.9651489,0,0,0,0.570413947,0.363241285,0.032999996,0.044,224495.875,2179594.75,0.013278741,0,3.14E-05,165.5452576,0,0.000149807,1.47E-05,0,0,0,114426.2109,0,1160.439331,0.166067004,100,0,0,0,50,278.2148743,572.1098633,0.649064004,0.650408566,0.649960399,0
1010,49.13739777,242.572876,242.2037201,242.2043915,243.374588,243.3739014,10693.09082,21426.89648,37.59364319,37.59363937,0,0,0.003150224,-0.003150224,145.6928711,0,45.02155685,255.3299103,0,2787.856201,2787.856201,124.2009964,124.2009964,52.01506042,13.82519054,13.82480049,-17.35612869,-34.71545029,53.4728508,53.46821976,0,0,0,262.6930542,0,0.149240747,20.48934937,20.48867226,0,1.725354671,1.019080162,90.02727509,0.695547283,116.4027634,0,255.3299103,0,1700,0,2.218031581,0.050286964,-3.766601086,3.285003901,0.427903652,-6.149999619,-6.20369339,1.724984527,1.796720505,269.1419678,674.4749756,517.21521,458.5357056,0,0,0,0.572095752,0.368840963,0.032999996,0.044,226867.3281,2202863.5,0.013314131,0,3.14E-05,165.5672302,0,0.000149851,1.47E-05,0,0,0,115137.1797,0,1155.368896,0.188943431,100,0,0,0,50,278.2148743,576.6600952,0.647445381,0.648678005,0.64826715,0
1020,49.01942444,242.1108398,241.7530518,241.7537537,242.9244232,242.9237213,10666.39355,21355.66992,37.31096268,37.31096268,0,0,0,0,145.1093292,0,45.24176407,254.6559753,0,2787.945313,2787.945313,124.2539368,124.2539368,52.14613342,13.81941223,13.81902313,-17.48834038,-34.97849274,53.40488052,53.40024948,0,0,0,262.5487671,0,0.090885423,20.79571342,20.79501724,0,1.725354671,1.019080162,90.02727509,0.70186013,116.0738373,0,254.6559753,0,1700,0,2.518537605,0.05709995,-3.817835093,3.284119606,0.413787872,-6.149999619,-6.269927502,1.721037626,1.801248193,268.0171509,684.0739746,526.1776123,463.1037903,0,0,0,0.573761284,0.37447843,0.032999996,0.044,229236.4375,2226129.75,0.013349162,0,3.14E-05,165.5892029,0,0.000149895,1.48E-05,0,0,0,115845.4531,0,1150.298462,0.214542091,100,0,0,0,50,278.2148743,581.7835083,0.645828903,0.646521688,0.646290779,0
1030,48.90102005,241.6615295,241.2994385,241.3000793,242.4725037,242.4719086,10639.81348,21291.89258,37.02787781,37.02787399,0,0,0,0,144.5296631,0,45.46050262,253.9791412,0,2788.033936,2788.033936,124.3070984,124.3070984,52.30298996,13.81357193,13.81318283,-17.53692055,-35.07482147,53.33613586,53.33155441,0,0,0,262.4038391,0,0.032918625,21.10438156,21.10375404,0,1.725354671,1.019080162,90.02727509,0.708172679,115.6959763,0,253.9791412,0,1700,0,2.854219895,0.064710513,-3.868862867,3.28305912,0.399314255,-6.149999619,-6.336489201,1.717130899,1.806666374,266.7605896,693.7149048,535.3671875,467.6993408,0,0,0,0.575412929,0.380153716,0.032999996,0.044,231603.2969,2249393.5,0.013383883,0,3.14E-05,165.6111755,0,0.000149938,1.48E-05,0,0,0,116551.8516,0,1145.228027,0.243137255,100,0,0,0,50,278.2148743,586.8862915,0.644219577,0.644590855,0.644467115,0
1040,48.78366089,241.2220459,240.8562622,240.856781,242.0275574,242.0270996,10613.34863,21228.20508,36.7454567,36.74545288,0,0,0.003150224,-0.003150224,143.9546814,0,45.67747879,253.3079529,0,2788.121338,2788.121338,124.3598251,124.3598251,52.48775101,13.80768776,13.80729771,-17.53086472,-35.06164932,53.26693726,53.26230621,0,0,0,262.2601013,0,-0.024580831,21.40384293,21.40331841,0,1.725354671,1.019080162,90.02727509,0.714485168,115.2592087,0,253.3079529,0,1700,0,3.228580302,0.073197991,-3.919685841,3.281833172,0.384282231,-6.149999619,-6.403570175,1.713262796,1.813048363,265.3591919,703.4088135,544.9113159,472.3263245,0,0,0,0.577051282,0.385866702,0.032999996,0.044,233967.8438,2272654.25,0.013418294,0,3.14E-05,165.6331482,0,0.000149981,1.48E-05,0,0,0,117256.3594,0,1140.157593,0.275027215,100,0,0,0,50,278.2148743,591.9685669,0.642617166,0.642662823,0.642647624,0
1050,48.66757584,240.7906647,240.4227905,240.4234619,241.5902252,241.5895386,10560.79492,21157.80664,36.46446609,36.46446228,0,0,0,0,143.3839569,0,45.89284515,252.6440887,0,2788.207764,2788.207764,124.4119644,124.4119644,52.70269394,13.80177021,13.80138206,-17.48608208,-34.97509003,53.19729233,53.19272232,0,0,0,262.1179504,0,-0.081653044,21.69516754,21.69450569,0,1.725354671,1.019080162,90.02727509,0.720797539,114.7340088,0,252.6440887,0,1700,0,3.645427792,0.08264868,-3.970304489,3.280450344,0.369022399,-6.149999619,-6.470831394,1.709432006,1.820472956,263.798645,713.1676636,554.6000977,476.9898682,0,0,0,0.578676224,0.391617447,0.032999996,0.044,236330.125,2295912.75,0.013452409,0,3.14E-05,165.6551208,0,0.000150023,1.48E-05,0,0,0,117959.0234,0,1135.087158,0.310536444,100,0,0,0,50,278.2148743,597.0304565,0.639435172,0.64053154,0.640166104,0
1060,48.55266571,240.3663025,239.9980164,239.9986877,241.1591644,241.158493,10534.31641,21094.59961,36.18537903,36.1853714,0,0,0.003150224,-0.003150224,142.8170624,0,46.10676575,251.986908,0,2788.29248,2788.29248,124.4635849,124.4635849,52.95029831,13.79582405,13.79543686,-17.41827011,-34.83863831,53.12736893,53.12276459,0,0,0,261.9772339,0,-0.138343647,21.97921753,21.97855759,0,1.725354671,1.019080162,90.02727509,0.727109492,114.1684189,0,251.986908,0,1700,0,4.108899778,0.093156427,-4.020719528,3.278918266,0.353801519,-6.149999619,-6.53799963,1.705636859,1.829025865,262.0634155,723.0041504,564.2641602,481.6957703,0,0,0,0.580288112,0.397405773,0.032999996,0.044,238690.1094,2319168.5,0.013486225,0,3.14E-05,165.6770935,0,0.000150066,1.48E-05,0,0,0,118659.8594,0,1130.016724,0.350017399,100,0,0,0,50,278.2148743,602.0719604,0.637831926,0.638618052,0.63835603,0
1070,48.43883896,239.9485474,239.5808868,239.5815125,240.7341919,240.7335663,10508.0752,21031.61328,35.90853882,35.90853882,0,0,0.003150224,-0.003150224,142.2536316,0,46.31938171,251.3359985,0,2788.376221,2788.376221,124.5147171,124.5147171,53.23332214,13.78985596,13.78946781,-17.33145905,-34.6639595,53.05715561,53.05253601,0,0,0,261.8378601,0,-0.194687188,22.25697899,22.25635147,0,1.725354671,1.019080162,90.02727509,0.733421266,113.5328064,0,251.3359985,0,1700,0,4.623496123,0.104823187,-4.070930958,3.277244568,0.338609219,-6.149999619,-6.60507679,1.701876283,1.838802099,260.1366272,732.9327393,573.9100342,486.4510193,0,0,0,0.581887305,0.4032318,0.032999996,0.044,241047.875,2342421.75,0.013519755,0,3.14E-05,165.6990662,0,0.000150108,1.48E-05,0,0,0,119358.875,0,1124.946289,0.393853366,100,0,0,0,50,278.2148743,607.0930786,0.636243105,0.63671118,0.636555195,0
1080,48.32604218,239.5370941,239.1707764,239.1712799,240.3150482,240.3145447,10482.0459,20968.69141,35.63422012,35.63422012,0,0,0,0,141.6934662,0,46.53076935,250.6909637,0,2788.45874,2788.45874,124.5653763,124.5653763,53.55483627,13.78386402,13.78347683,-17.22989082,-34.46015549,52.9866333,52.98207855,0,0,0,261.6997375,0,-0.250705808,22.52897453,22.52846718,0,1.725354671,1.019080162,90.02727509,0.739732742,112.822937,0,250.6909637,0,1700,0,5.194120663,0.117760301,-4.120941162,3.27543807,0.323433757,-6.149999619,-6.672069073,1.698148966,1.849907994,257.9998779,742.9717407,583.5452881,491.2646179,0,0,0,0.583473742,0.409095466,0.032999996,0.044,243403.3438,2365672.25,0.013553001,0,3.14E-05,165.7210388,0,0.000150149,1.48E-05,0,0,0,120056.1016,0,1119.875854,0.442462116,100,0,0,0,50,278.2148743,612.0941162,0.634667039,0.634806335,0.634759903,0
1090,48.21422577,239.1318207,238.7671661,238.7677002,239.901886,239.9013519,10429.81543,20906,35.36261749,35.36261368,0,0,0.003150224,-0.003150224,141.1326447,0,46.74239731,250.0515594,0,2788.540283,2788.540283,124.6156006,124.6156006,53.91820526,13.77785015,13.77746296,-17.11433601,-34.23241806,52.91588211,52.91132736,0,0,0,261.5628357,0,-0.306788057,22.79566574,22.79512215,0,1.725354671,1.019080162,90.02727509,0.746044099,112.0146942,0,250.0515594,0,1700,0,5.826121193,0.132088885,-4.170748234,3.273506641,0.308263302,-6.149999619,-6.738978386,1.694453716,1.86245966,255.6331177,753.1377563,593.1773071,496.1448669,0,0,0,0.58504796,0.414996594,0.032999996,0.044,245756.4844,2388920.25,0.013585966,0,3.14E-05,165.7430115,0,0.00015019,1.48E-05,0,0,0,120751.5313,0,1114.80542,0.496299207,100,0,0,0,50,278.2148743,617.0748291,0.631504595,0.632908404,0.632440507,0
1100,48.10330582,238.7328033,238.3700104,238.370697,239.4947357,239.4940796,10403.92871,20836.60938,35.09397125,35.09396744,0,0,0.003150224,-0.003150224,140.5691071,0,46.95505524,249.4172974,0,2788.620605,2788.620605,124.6654282,124.6654282,54.32713318,13.77181435,13.77142715,-16.99069977,-33.98371506,52.84490585,52.84030151,0,0,0,261.427002,0,-0.363142669,23.0569973,23.05631828,0,1.725354671,1.019080162,90.02727509,0.75235498,111.1388626,0,249.4172974,0,1700,0,6.525330742,0.147941187,-4.220354557,3.271459103,0.293085605,-6.149999619,-6.805809975,1.690789342,1.876584888,253.0144806,763.4483032,602.8139648,501.1004333,0,0,0,0.586610079,0.420935333,0.032999996,0.044,248107.4063,2412165.5,0.01361866,0,3.14E-05,165.7649841,0,0.000150231,1.48E-05,0,0,0,121445.2031,0,1109.733887,0.555861533,100,0,0,0,50,278.2148743,622.0354614,0.629937232,0.630807638,0.630517542,0
1110,47.99325943,238.3404236,237.9795074,237.9801788,239.0937653,239.0931396,10378.16406,20774.3457,34.82991028,34.82990646,0,0,0.003150224,-0.003150224,140.0088196,0,47.16648483,248.7880402,0,2788.699951,2788.699951,124.7148514,124.7148514,54.78570938,13.76579094,13.76540375,-16.8695755,-33.74059677,52.77403641,52.76943207,0,0,0,261.2922668,0,-0.419172347,23.31276894,23.31208992,0,1.725354671,1.019080162,90.02727509,0.75866586,110.1815948,0,248.7880402,0,1700,0,7.298119154,0.165461749,-4.269759178,3.269305944,0.277887166,-6.149999619,-6.872566223,1.687155128,1.892425179,250.1201324,773.9224854,612.4637451,506.1411743,0,0,0,0.588160098,0.426911592,0.032999996,0.044,250456.0781,2435408.5,0.013651083,0,3.14E-05,165.7869568,0,0.000150272,1.49E-05,0,0,0,122137.1094,0,1104.661255,0.621691644,100,0,0,0,50,278.2148743,626.9758911,0.628377199,0.628922701,0.628740847,0
1120,47.88409805,237.9555969,237.5961761,237.5966797,238.6999817,238.6994781,10352.12891,20712.32031,34.57091904,34.57091522,0,0,0.001575352,-0.001575352,139.4518585,0,47.37665558,248.1638031,0,2788.778564,2788.778564,124.7638931,124.7638931,55.29858017,13.75978756,13.75940132,-16.75092697,-33.50250244,52.70339203,52.69882584,0,0,0,261.1585999,0,-0.474868804,23.56243706,23.5619278,0,1.725354671,1.019080162,90.02727509,0.764976621,109.1329193,0,248.1638031,0,1700,0,8.151457632,0.184808582,-4.318963528,3.267060757,0.262652755,-6.149999619,-6.939249992,1.683549762,1.910140991,246.9238281,784.5810547,622.1363525,511.2778625,0,0,0,0.589698493,0.432925344,0.032999996,0.044,252802.5,2458648.75,0.01368324,0,3.14E-05,165.8089294,0,0.000150313,1.49E-05,0,0,0,122827.2891,0,1099.588623,0.694383442,100,0,0,0,50,278.2148743,631.8963623,0.626800835,0.627044916,0.626963556,0
1130,47.77583313,237.5789948,237.2205658,237.2210541,238.3141785,238.3137054,10300.70996,20650.375,34.31677628,34.31677628,0,0,0,0,138.8983459,0,47.58552933,247.5447083,0,2788.855713,2788.855713,124.8125229,124.8125229,55.87090683,13.75380039,13.75341415,-16.62664986,-33.25722504,52.63295746,52.62839127,0,0,0,261.0260315,0,-0.530220985,23.80547523,23.80498314,0,1.725354671,1.019080162,90.02727509,0.771287322,107.9699326,0,247.5447083,0,1700,0,9.092991982,0.206154734,-4.367967606,3.264737129,0.247366518,-6.149999619,-7.005864143,1.679972529,1.929910421,243.3970337,795.4467773,631.8419189,516.5222168,0,0,0,0.591225266,0.438976437,0.032999996,0.044,255146.6406,2481886.5,0.013715141,0,3.14E-05,165.8309021,0,0.000150353,1.49E-05,0,0,0,123515.7188,0,1094.515869,0.774588227,100,0,0,0,50,278.2148743,636.7967529,0.623687506,0.625169575,0.624675572,0
1140,47.66846466,237.2110901,236.8534698,236.8540802,237.9367981,237.936203,10274.89258,20588.68359,34.0671463,34.06714249,0,0,0.003150224,-0.003150224,138.3483429,0,47.79307938,246.9307709,0,2788.932373,2788.932373,124.8607407,124.8607407,56.50844193,13.74781799,13.74743366,-16.49443436,-32.99197388,52.56258011,52.55802536,0,0,0,260.8945923,0,-0.585221946,24.04110527,24.04049492,0,1.725354671,1.019080162,90.02727509,0.777597427,106.7259445,0,246.9307709,0,1700,0,10.1311159,0.229691014,-4.416772366,3.262347221,0.232011721,-6.149999619,-7.072413445,1.676422477,1.951932311,239.5082397,806.5448608,641.5910034,521.887085,0,0,0,0.592740774,0.445065051,0.032999996,0.044,257488.5,2505121.5,0.013746783,0,3.14E-05,165.8528748,0,0.000150392,1.49E-05,0,0,0,124202.4531,0,1089.443237,0.863020957,100,0,0,0,50,278.2148743,641.6772461,0.622124314,0.623301983,0.622909427,0
1150,47.56200027,236.8522491,236.4956055,236.4962463,237.5679016,237.5672913,10249.33789,20520.41211,33.82203293,33.82203293,0,0,0.001575352,-0.001575352,137.8018646,0,47.99929428,246.3219604,0,2789.007568,2789.007568,124.9085541,124.9085541,57.21764755,13.74184227,13.74145699,-16.35017967,-32.7020874,52.49226761,52.48771667,0,0,0,260.7642212,0,-0.639870405,24.26861382,24.26796913,0,1.725354671,1.019080162,90.02727509,0.783907175,105.3730087,0,246.3219604,0,1700,0,11.2750622,0.255626202,-4.465379715,3.259903431,0.216570318,-6.149999619,-7.138906002,1.672898889,1.976429939,235.2228241,817.902832,651.3950806,527.3864136,0,0,0,0.594244897,0.451190948,0.032999996,0.044,259828.1719,2528354.25,0.013778173,0,3.14E-05,165.8748474,0,0.000150432,1.49E-05,0,0,0,124887.4922,0,1084.370605,0.960468233,100,0,0,0,50,278.2148743,646.5379639,0.620577037,0.621235073,0.621015787,0
1160,47.45551682,236.5028229,236.1475677,236.1480713,237.2077332,237.2071838,10223.62402,20459.03906,33.58097839,33.58097458,0,0,0.003150224,-0.003150224,137.2586823,0,48.20427322,245.7135162,0,2789.082275,2789.082275,124.9563522,124.9563522,58.00584412,13.73585701,13.73547268,-16.18766022,-32.37625504,52.42185974,52.41730881,0,0,0,260.6339417,0,-0.694189668,24.48637199,24.48586464,0,1.725354671,1.019080162,90.02727509,0.790216744,103.9165115,0,245.7135162,0,1700,0,12.53500958,0.2841914,-4.5137887,3.257417202,0.201022595,-6.149999619,-7.205348969,1.669400811,2.003656149,230.502655,829.5513916,661.2666626,533.0357056,0,0,0,0.595738232,0.457354188,0.032999996,0.044,262165.5625,2551584.25,0.013809316,0,3.14E-05,165.8968201,0,0.000150471,1.49E-05,0,0,0,125570.8203,0,1079.297974,1.067797065,100,0,0,0,50,278.2148743,651.3788452,0.619020104,0.619377077,0.619258106,0
1170,47.3496933,236.162323,235.8095703,235.8100128,236.8562012,236.8557434,10198.19629,20397.85547,33.34318542,33.34318161,0,0,0.001575352,-0.001575352,136.7231445,0,48.40636444,245.1062775,0,2789.156738,2789.156738,125.0040588,125.0040588,58.88131714,13.72984314,13.72945881,-16.00041771,-32.00094986,52.35111237,52.34656143,0,0,0,260.5039063,0,-0.747744381,24.69433403,24.69389153,0,1.725354671,1.019080162,90.02727509,0.796525598,102.3475189,0,245.1062775,0,1700,0,13.92220721,0.31564182,-4.562001705,3.254894972,0.185347259,-6.149999619,-7.271759033,1.665927649,2.033896923,225.3057251,841.5244751,671.2192383,538.8519287,0,0,0,0.5972206,0.46355471,0.032999996,0.044,264500.75,2574811.5,0.013840214,0,3.14E-05,165.9187927,0,0.00015051,1.49E-05,0,0,0,126252.4531,0,1074.225342,1.185965776,100,0,0,0,50,278.2148743,656.2001343,0.617480516,0.617524803,0.61751008,0
1180,47.25334549,235.8254089,235.4771118,235.4775085,236.5100098,236.509613,10172.80078,20343.68945,33.10869217,33.10869217,0,0,0,0,136.2424164,0,48.58776474,244.5547943,0,2789.224365,2789.224365,125.0473709,125.0473709,59.85350037,13.72379589,13.72341251,-15.82384872,-31.64754677,52.27996826,52.27542877,0,0,0,260.3858032,0,-0.795816898,24.90870285,24.90831184,0,1.725354671,1.019080162,90.02727509,0.802834272,100.6634293,0,244.5547943,0,1700,0,15.44912054,0.35025993,-4.610031128,3.252303123,0.169520795,-6.149999619,-7.338206768,1.662478685,2.067478418,219.5853119,853.8599243,681.2677612,544.8510132,0,0,0,0.598692417,0.469792515,0.032999996,0.044,266833.6875,2598036.25,0.013870879,0,3.14E-05,165.9407654,0,0.000150549,1.49E-05,0,0,0,126932.5,0,1069.15271,1.316036224,100,0,0,0,50,278.2148743,661.0031128,0.615942895,0.61588496,0.615904272,0
1190,47.15776825,235.4985962,235.1529236,235.1533356,236.1711731,236.1707306,10147.56641,20296.38281,32.87763977,32.87763977,0,0,0,0,135.7713623,0,48.765522,244.008316,0,2789.290527,2789.290527,125.0902939,125.0902939,60.93317795,13.71771908,13.71733475,-15.61894131,-31.23797798,52.20846558,52.20392609,0,0,0,260.2687988,0,-0.842922866,25.11588287,25.11545944,0,1.725354671,1.019080162,90.02727509,0.809142888,98.86310577,0,244.008316,0,1700,0,17.12960241,0.388359696,-4.657887459,3.249698639,0.153517649,-6.149999619,-7.404671192,1.659053206,2.104773045,213.2895813,866.6000977,691.4285278,551.057373,0,0,0,0.600154102,0.476067543,0.032999996,0.044,269164.3125,2621258.5,0.013901312,0,3.14E-05,165.962738,0,0.000150587,1.49E-05,0,0,0,127611.0156,0,1064.080078,1.459188342,100,0,0,0,50,278.2148743,665.7887573,0.61441499,0.614452779,0.614440203,0
1200,47.06278229,235.182312,234.8395691,234.8399811,235.8415222,235.8411865,10122.25781,20242.55469,32.65043259,32.65042877,0,0,0.001575352,-0.001575352,135.3084259,0,48.94021606,243.4651947,0,2789.356201,2789.356201,125.1329575,125.1329575,62.13275909,13.71161938,13.71123505,-15.38641071,-30.77246475,52.13670349,52.132164,0,0,0,260.1524963,0,-0.889217198,25.3129406,25.31253433,0,1.725354671,1.019080162,90.02727509,0.815450907,96.93373871,0,243.4651947,0,1700,0,18.97909649,0.430290729,-4.705573559,3.247093678,0.137309,-6.149999619,-7.471170902,1.655650616,2.14620924,206.3607025,879.7924805,701.7197266,557.4951782,0,0,0,0.601605892,0.482379824,0.032999996,0.044,271492.8125,2644478.5,0.01393152,0,3.14E-05,165.9847107,0,0.000150626,1.49E-05,0,0,0,128288.0156,0,1059.007324,1.616737843,100,0,0,0,50,278.2148743,670.557373,0.612882614,0.612823188,0.612843037,0
